id,zip,org,commute1 - 08889,commute2 - 07033,commute3 - 19486,commute4 - 08869,commute5 - 08875
29,18944,Org E,28.78821199,53.30635748,13.4112635,33.5304034,30.40955802
30,8822,Org E,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
31,8502,Org B,12.48077278,23.96290067,38.77407965,7.764721681,8.897904742
32,8831,Org E,26.05052165,24.17364358,47.03549916,19.46647535,22.12717324
33,10306,Org E,34.32190467,12.03128529,66.78377702,27.32303394,30.96462705
34,18013,Org E,30.29098525,53.97436783,38.91786785,37.67755981,34.12535151
36,7090,Org G,22.4645101,3.377458217,59.06328095,16.45223833,19.77624375
37,8551,Org D,12.27422893,32.98150783,29.52149288,13.64873581,11.53420309
38,7014,Org B,36.49184037,13.4032982,75.05871145,31.95347938,34.76187508
40,7065,Org G,25.7951786,4.734083801,60.62129595,19.15345124,22.70319273
41,7830,Org F,7.366555526,27.52209214,43.816964,13.38360756,10.84759694
42,8889,Org B,0,25.5870341,39.84447092,7.392838299,3.982073285
43,8827,Org F,10.68361325,35.30203975,36.60184318,18.06797222,14.52958641
44,7920,Org F,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
46,7730,Org H,34.02946588,18.59735803,61.22926967,26.63664931,30.18357738
47,7746,Org D,37.86236908,23.88308786,62.03105159,30.51479387,33.92706989
48,7920,Org C,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
49,8840,Org F,19.52337109,16.50846971,48.46783777,12.23036802,15.57408233
50,8889,Org C,0,25.5870341,39.84447092,7.392838299,3.982073285
51,19438,Org F,40.35898184,64.37060734,6.942285336,44.66866633,41.72894841
52,7022,Org E,42.74398108,18.01116871,80.44820449,37.60106877,40.66688359
53,7080,Org E,19.06474439,9.712913049,53.24428186,12.02438942,15.66045341
54,7092,Org H,22.16362631,3.527838731,59.5785872,16.63564146,19.76885226
55,8807,Org H,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
56,7005,Org E,27.53502023,18.18304295,67.33671701,26.28304735,27.58448978
57,8502,Org A,12.48077278,23.96290067,38.77407965,7.764721681,8.897904742
58,8902,Org E,19.3191952,19.54650932,45.80653948,12.40820447,15.34175886
59,8807,Org F,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
60,7662,Org D,41.45409892,19.27534202,80.47557411,37.36894408,40.00627642
62,8812,Org B,16.27818864,10.90583279,51.5465628,9.441499287,13.01590178
63,7920,Org E,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
64,7747,Org H,31.73496714,18.90351317,58.02227565,24.36356408,27.82457828
65,8876,Org B,6.952207142,21.05124924,41.76193583,1.364951046,2.989195972
66,18045,Org G,27.51333867,52.16296472,34.03393834,34.79582942,31.16339889
67,7853,Org B,13.26675267,27.82453162,49.4910133,17.96223117,16.2026626
68,8801,Org F,6.295336138,31.58864617,36.62373162,13.59872809,10.00485238
69,7066,Org E,24.197036,3.947326414,59.6309574,17.716612,21.21267835
70,8876,Org F,6.952207142,21.05124924,41.76193583,1.364951046,2.989195972
71,7832,Org E,23.46580604,41.40010498,49.82402484,29.98135953,27.27715761
72,18210,Org C,49.51869541,70.27761266,57.54361623,56.79410109,53.49554645
73,7023,Org F,20.28773009,5.596835582,56.86884173,14.20926742,17.5438619
76,7090,Org B,22.4645101,3.377458217,59.06328095,16.45223833,19.77624375
77,7920,Org E,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
78,7080,Org E,19.06474439,9.712913049,53.24428186,12.02438942,15.66045341
80,7016,Org H,24.66612297,1.729027806,61.02004329,18.58313353,21.94455289
81,7825,Org B,24.16679207,38.42715481,54.52096306,29.7680535,27.61928473
82,8837,Org B,22.97600327,10.85552502,54.86002784,15.67956692,19.33066569
83,18976,Org E,32.17721112,53.8272525,8.881402316,34.76329544,32.45082232
84,8837,Org E,22.97600327,10.85552502,54.86002784,15.67956692,19.33066569
85,8060,Org B,39.45669439,51.31789061,28.59415475,37.49033476,37.33465271
86,18040,Org E,26.38350368,48.85425766,41.94322351,33.73138484,30.34081306
87,7928,Org A,17.52992153,12.16315061,57.15744687,14.93324422,16.7053164
88,8831,Org D,26.05052165,24.17364358,47.03549916,19.46647535,22.12717324
89,8820,Org B,21.66541459,7.919430103,55.75556542,14.69741631,18.32299696
90,8840,Org H,19.52337109,16.50846971,48.46783777,12.23036802,15.57408233
91,19382,Org F,66.38413958,88.17840048,26.56568477,69.29505354,66.93659335
92,7083,Org D,26.87477599,1.527277509,63.93715198,21.20270855,24.42133156
93,8724,Org F,56.53337243,51.48857029,62.53616722,50.47558755,52.77828889
94,7010,Org I,43.45747804,18.70017018,81.13951649,38.30535895,41.37616343
95,7920,Org B,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
96,8889,Org D,0,25.5870341,39.84447092,7.392838299,3.982073285
97,7090,Org E,22.4645101,3.377458217,59.06328095,16.45223833,19.77624375
98,8854,Org B,17.06763079,12.26849594,50.57454282,9.81203775,13.47036467
99,19020,Org B,35.81177575,53.13194638,17.10822951,36.07980919,34.79881685
100,7054,Org B,25.13217161,13.51191758,64.92295423,22.82939899,24.58879812
101,7930,Org G,12.40546945,21.79080574,51.51738257,14.55386331,13.97758384
102,7016,Org D,24.66612297,1.729027806,61.02004329,18.58313353,21.94455289
103,7090,Org E,22.4645101,3.377458217,59.06328095,16.45223833,19.77624375
104,7065,Org D,25.7951786,4.734083801,60.62129595,19.15345124,22.70319273
105,7920,Org B,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
106,8540,Org B,19.2367738,31.3066793,33.48400267,16.13077543,16.42197683
107,8889,Org F,0,25.5870341,39.84447092,7.392838299,3.982073285
108,18036,Org D,34.43003267,59.99532349,21.45336025,40.65316047,37.12186579
109,7202,Org F,29.2130338,4.294811506,64.89501248,22.94274619,26.38461653
110,7059,Org B,12.61714733,13.0828663,50.03971548,6.929556299,9.976384964
111,7974,Org D,20.04800401,6.154951587,58.21077536,15.09798352,17.96931677
112,8873,Org E,15.63919297,17.74841075,45.5490613,8.472373312,11.66787532
113,18034,Org E,33.9493131,59.53044232,24.24853035,40.45975977,36.86744585
114,7027,Org I,23.69684958,2.465217096,60.07796802,17.60430023,20.96463254
115,8826,Org F,7.400979418,32.89015884,33.28949681,13.74906233,10.12155357
116,7821,Org E,33.08932613,36.36201276,68.63584881,36.07905617,35.36813392
117,7090,Org E,22.4645101,3.377458217,59.06328095,16.45223833,19.77624375
118,7042,Org H,32.12241312,10.07201161,70.85307377,27.73648141,30.46363085
119,7823,Org C,19.55567875,39.94870214,44.90982597,26.50664146,23.49412821
120,7059,Org F,12.61714733,13.0828663,50.03971548,6.929556299,9.976384964
121,7974,Org B,20.04800401,6.154951587,58.21077536,15.09798352,17.96931677
122,8865,Org C,15.29589875,36.95876106,42.20220852,22.39540405,19.26244668
123,7830,Org C,7.366555526,27.52209214,43.816964,13.38360756,10.84759694
124,10977,Org H,51.28056505,32.84732548,91.09727793,48.68846774,50.71064461
125,19422,Org D,41.412849,63.21582742,3.366603598,44.1894515,41.83710003
126,7960,Org D,17.62508829,13.00170959,57.360498,15.42576902,17.01752893
127,7860,Org H,31.41655321,38.201047,65.23511645,35.31167868,34.12427561
128,7036,Org B,27.35743744,4.086334922,62.55759744,20.87476783,24.38033454
129,8873,Org B,15.63919297,17.74841075,45.5490613,8.472373312,11.66787532
130,8802,Org E,14.48446633,38.62680678,36.90075716,21.87705168,18.36551603
131,19075,Org B,40.91802838,61.07799967,8.729210142,42.73740736,40.78314585
132,18020,Org B,29.72312905,54.69543376,32.24137753,36.89755619,33.24382243
133,7306,Org F,37.78550403,12.3094302,74.50641269,32.08011909,35.34553573
134,19355,Org F,64.01515314,87.25853509,24.84631909,67.81453155,65.10110627
135,8822,Org E,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
136,8886,Org D,17.25112162,41.04388304,37.50200802,24.64279856,21.15269771
137,7826,Org H,39.64721043,44.93598355,72.48666094,43.49160821,42.36058459
138,11374,Org B,48.27797479,22.69465947,83.77005186,42.19604474,45.60592129
139,18045,Org E,27.51333867,52.16296472,34.03393834,34.79582942,31.16339889
140,7928,Org C,17.52992153,12.16315061,57.15744687,14.93324422,16.7053164
141,7885,Org B,24.34216582,23.25356727,63.28878145,25.21495579,25.48229738
142,8807,Org B,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
144,19426,Org F,43.41530321,67.20622129,7.140668184,47.55718074,44.68447907
146,8882,Org D,23.62634617,16.6997421,51.28643911,16.30643897,19.68334258
147,8822,Org F,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
148,10310,Org A,34.30231249,9.555033301,68.9585247,27.78893835,31.31607259
149,19462,Org F,44.97893369,67.15920089,5.263449022,48.01581651,45.56883539
150,8876,Org F,6.952207142,21.05124924,41.76193583,1.364951046,2.989195972
151,7670,Org D,47.38539197,24.04338856,86.05312237,42.95247216,45.74757386
152,7853,Org D,13.26675267,27.82453162,49.4910133,17.96223117,16.2026626
153,7974,Org C,20.04800401,6.154951587,58.21077536,15.09798352,17.96931677
154,7931,Org G,8.511036856,19.04770087,48.34916746,8.708826759,8.74632963
155,7059,Org E,12.61714733,13.0828663,50.03971548,6.929556299,9.976384964
156,7882,Org E,15.38429943,37.88882809,40.64913219,22.63803387,19.36626423
157,8801,Org B,6.295336138,31.58864617,36.62373162,13.59872809,10.00485238
158,7945,Org D,15.07613401,17.54537989,54.85569429,14.93078898,15.50269883
159,7076,Org E,21.24831686,4.88407403,57.56280425,15.05911341,18.44142504
161,8512,Org E,24.27097823,27.20531366,42.2246982,18.54546394,20.55572025
162,7030,Org D,39.74074914,14.29753638,76.49596151,34.07143039,37.32775941
163,7928,Org F,17.52992153,12.16315061,57.15744687,14.93324422,16.7053164
164,18040,Org F,26.38350368,48.85425766,41.94322351,33.73138484,30.34081306
165,8854,Org B,17.06763079,12.26849594,50.57454282,9.81203775,13.47036467
166,7701,Org D,41.05137738,24.97266267,65.90921424,33.66698181,37.15818233
167,8854,Org D,17.06763079,12.26849594,50.57454282,9.81203775,13.47036467
169,8850,Org G,20.74376434,17.76997435,48.23679086,13.55377268,16.7693004
170,7067,Org F,24.07009022,6.119023065,58.44267265,17.24983953,20.84479147
171,7920,Org E,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
172,19438,Org F,40.35898184,64.37060734,6.942285336,44.66866633,41.72894841
173,7922,Org G,18.81845833,6.866331099,56.6068164,13.52696979,16.52809325
174,7830,Org D,7.366555526,27.52209214,43.816964,13.38360756,10.84759694
175,19446,Org B,38.43042899,61.21709291,1.547497612,41.82277024,39.2176895
176,8825,Org B,12.82743099,38.41363732,30.22338728,19.42395679,15.79112454
177,7940,Org H,20.78771226,8.869681452,60.02843303,17.17022577,19.46692257
178,7920,Org C,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
179,7920,Org D,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
180,8846,Org D,14.59072787,13.0102638,49.43599107,7.518517768,11.14976157
181,18042,Org D,26.23627407,51.01901369,33.21557579,33.49166462,29.85206761
183,18925,Org D,27.61799582,48.91482664,13.70259701,29.90957805,27.68856078
184,7016,Org I,24.66612297,1.729027806,61.02004329,18.58313353,21.94455289
185,8826,Org B,7.400979418,32.89015884,33.28949681,13.74906233,10.12155357
186,8807,Org B,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
187,18045,Org F,27.51333867,52.16296472,34.03393834,34.79582942,31.16339889
189,8559,Org B,16.17449861,39.36598785,23.75034536,19.67077437,16.87049882
190,8807,Org G,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
191,8889,Org F,0,25.5870341,39.84447092,7.392838299,3.982073285
192,7090,Org J,22.4645101,3.377458217,59.06328095,16.45223833,19.77624375
194,8822,Org F,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
195,8833,Org D,3.315709844,28.39137614,38.82680424,10.70782789,7.254272558
196,7960,Org D,17.62508829,13.00170959,57.360498,15.42576902,17.01752893
197,7054,Org B,25.13217161,13.51191758,64.92295423,22.82939899,24.58879812
198,8876,Org C,6.952207142,21.05124924,41.76193583,1.364951046,2.989195972
200,18960,Org B,33.63463684,58.18953058,10.89132304,38.41460445,35.29680054
201,18901,Org F,26.60025194,49.50530718,13.26283898,29.98426903,27.32871121
202,7960,Org H,17.62508829,13.00170959,57.360498,15.42576902,17.01752893
203,19446,Org D,38.43042899,61.21709291,1.547497612,41.82277024,39.2176895
204,8833,Org F,3.315709844,28.39137614,38.82680424,10.70782789,7.254272558
205,18052,Org B,38.47254721,63.5832185,33.08647105,45.54515968,41.88669653
206,18920,Org H,19.11176512,44.19327859,22.5011254,24.51323402,21.15194013
207,8867,Org B,10.92738958,36.51339099,31.48493216,17.5645615,13.92296681
208,7078,Org C,24.51815193,4.903933357,62.95831879,19.84225465,22.64264733
209,7803,Org B,20.5734987,20.62594197,59.88796254,21.17619454,21.52188512
210,18052,Org C,38.47254721,63.5832185,33.08647105,45.54515968,41.88669653
211,8755,Org H,50.42584778,46.80463095,56.9785602,44.51396174,46.711277
212,8876,Org E,6.952207142,21.05124924,41.76193583,1.364951046,2.989195972
213,7076,Org D,21.24831686,4.88407403,57.56280425,15.05911341,18.44142504
214,7016,Org E,24.66612297,1.729027806,61.02004329,18.58313353,21.94455289
215,7920,Org E,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
216,8833,Org D,3.315709844,28.39137614,38.82680424,10.70782789,7.254272558
217,7002,Org I,34.9622798,9.533146389,70.53943501,28.75355404,32.18738533
218,8833,Org D,3.315709844,28.39137614,38.82680424,10.70782789,7.254272558
219,8876,Org F,6.952207142,21.05124924,41.76193583,1.364951046,2.989195972
220,18929,Org B,30.00069824,51.11418715,11.79178662,32.21756903,30.0434352
221,10022,Org G,43.29668154,17.83770915,79.92716039,37.60395449,40.87487806
222,8889,Org D,0,25.5870341,39.84447092,7.392838299,3.982073285
223,18944,Org C,28.78821199,53.30635748,13.4112635,33.5304034,30.40955802
225,8857,Org E,28.03594348,18.71412321,53.91301331,20.73560566,24.0811542
226,7456,Org C,42.37727853,29.90682912,81.99694053,41.33164164,42.62575598
227,8807,Org D,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
228,8822,Org G,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
230,19403,Org B,45.78869642,67.84744978,6.149290219,48.75507384,46.33835501
231,18045,Org D,27.51333867,52.16296472,34.03393834,34.79582942,31.16339889
232,10001,Org D,41.71493241,16.24127003,78.3409704,36.00579201,39.2799907
233,18944,Org B,28.78821199,53.30635748,13.4112635,33.5304034,30.40955802
234,7840,Org B,17.9016242,31.83431852,51.87203761,22.96597633,21.07496105
235,8809,Org C,7.022208712,30.80632428,32.98840772,11.06532907,7.842295994
236,7063,Org E,17.30611092,9.405850914,53.03602093,10.70447983,14.20836992
237,7922,Org D,18.81845833,6.866331099,56.6068164,13.52696979,16.52809325
238,7059,Org E,12.61714733,13.0828663,50.03971548,6.929556299,9.976384964
239,18343,Org B,26.1672728,45.2073269,49.14674826,32.99244414,30.07962588
240,8876,Org D,6.952207142,21.05124924,41.76193583,1.364951046,2.989195972
241,8889,Org H,0,25.5870341,39.84447092,7.392838299,3.982073285
242,18045,Org C,27.51333867,52.16296472,34.03393834,34.79582942,31.16339889
243,7753,Org E,46.33629299,34.34308911,64.93573839,39.2073269,42.35422438
244,7924,Org B,12.07339151,16.18349953,51.86150483,10.80946651,11.76919245
245,8876,Org E,6.952207142,21.05124924,41.76193583,1.364951046,2.989195972
246,8827,Org G,10.68361325,35.30203975,36.60184318,18.06797222,14.52958641
247,18901,Org C,26.60025194,49.50530718,13.26283898,29.98426903,27.32871121
248,7463,Org B,44.70642785,26.52634536,84.49641116,42.02966979,44.07128339
249,10993,Org B,58.35677812,40.1759973,98.19967344,55.9764386,57.91981811
250,19438,Org B,40.35898184,64.37060734,6.942285336,44.66866633,41.72894841
251,19446,Org F,38.43042899,61.21709291,1.547497612,41.82277024,39.2176895
252,18040,Org E,26.38350368,48.85425766,41.94322351,33.73138484,30.34081306
253,7882,Org E,15.38429943,37.88882809,40.64913219,22.63803387,19.36626423
254,7456,Org D,42.37727853,29.90682912,81.99694053,41.33164164,42.62575598
255,7016,Org D,24.66612297,1.729027806,61.02004329,18.58313353,21.94455289
256,18103,Org D,36.76437347,62.17275512,29.13931315,43.62546833,39.98040057
258,7960,Org E,17.62508829,13.00170959,57.360498,15.42576902,17.01752893
259,7920,Org F,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
260,8886,Org D,17.25112162,41.04388304,37.50200802,24.64279856,21.15269771
262,7438,Org B,37.61475692,30.23484355,76.56406113,37.80573203,38.4970399
264,8822,Org F,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
265,19116,Org B,37.39255722,54.63334458,17.00972009,37.65914831,36.38685833
266,8873,Org B,15.63919297,17.74841075,45.5490613,8.472373312,11.66787532
267,19002,Org F,38.0269278,59.51222613,4.810806198,40.57776894,38.30567669
268,18103,Org B,36.76437347,62.17275512,29.13931315,43.62546833,39.98040057
269,8833,Org E,3.315709844,28.39137614,38.82680424,10.70782789,7.254272558
271,8822,Org E,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
272,8807,Org H,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
273,19403,Org F,45.78869642,67.84744978,6.149290219,48.75507384,46.33835501
274,8501,Org F,34.44080622,38.74388099,40.41379249,29.79980982,31.14105765
276,7746,Org D,37.86236908,23.88308786,62.03105159,30.51479387,33.92706989
277,8822,Org D,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
278,18054,Org B,42.17782652,66.56844163,9.858039049,46.81274572,43.76325408
279,7436,Org E,39.65967278,24.04998122,79.50414286,37.57076071,39.33139822
280,18938,Org C,21.43146184,43.24129182,19.21255916,23.94734145,21.57969346
281,8822,Org F,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
282,7960,Org B,17.62508829,13.00170959,57.360498,15.42576902,17.01752893
283,8889,Org B,0,25.5870341,39.84447092,7.392838299,3.982073285
284,8807,Org D,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
285,8050,Org E,68.66219242,67.36317215,65.22159055,63.51122887,65.22828591
286,8801,Org C,6.295336138,31.58864617,36.62373162,13.59872809,10.00485238
287,7662,Org E,41.45409892,19.27534202,80.47557411,37.36894408,40.00627642
288,8822,Org E,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
289,8801,Org E,6.295336138,31.58864617,36.62373162,13.59872809,10.00485238
290,7928,Org H,17.52992153,12.16315061,57.15744687,14.93324422,16.7053164
291,8848,Org E,10.93103725,35.61215813,36.33555288,18.30861725,14.75696739
293,8822,Org E,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
294,7960,Org E,17.62508829,13.00170959,57.360498,15.42576902,17.01752893
295,7092,Org E,22.16362631,3.527838731,59.5785872,16.63564146,19.76885226
296,7940,Org H,20.78771226,8.869681452,60.02843303,17.17022577,19.46692257
297,8540,Org F,19.2367738,31.3066793,33.48400267,16.13077543,16.42197683
298,7066,Org C,24.197036,3.947326414,59.6309574,17.716612,21.21267835
299,18914,Org B,31.95721017,54.89856181,7.895024216,35.4136128,32.75959927
300,7401,Org G,46.343866,26.3416494,85.95675028,43.12274263,45.40706184
301,7002,Org E,34.9622798,9.533146389,70.53943501,28.75355404,32.18738533
302,8889,Org E,0,25.5870341,39.84447092,7.392838299,3.982073285
303,7901,Org D,22.55175347,4.41589485,60.68572343,17.58635509,20.49128198
304,8822,Org E,8.840865278,32.22534342,31.24435136,12.44855852,9.423170577
305,7840,Org E,17.9016242,31.83431852,51.87203761,22.96597633,21.07496105
306,7033,Org I,25.5870341,0,62.44027036,19.7767854,23.04167533
307,19002,Org F,38.0269278,59.51222613,4.810806198,40.57776894,38.30567669
308,8889,Org E,0,25.5870341,39.84447092,7.392838299,3.982073285
309,8873,Org D,15.63919297,17.74841075,45.5490613,8.472373312,11.66787532
310,7067,Org G,24.07009022,6.119023065,58.44267265,17.24983953,20.84479147
311,7059,Org E,12.61714733,13.0828663,50.03971548,6.929556299,9.976384964
312,7882,Org D,15.38429943,37.88882809,40.64913219,22.63803387,19.36626423
313,18040,Org E,26.38350368,48.85425766,41.94322351,33.73138484,30.34081306
314,8540,Org D,19.2367738,31.3066793,33.48400267,16.13077543,16.42197683
315,19403,Org B,45.78869642,67.84744978,6.149290219,48.75507384,46.33835501
316,7920,Org F,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
317,7940,Org D,20.78771226,8.869681452,60.02843303,17.17022577,19.46692257
318,8807,Org D,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
319,19130,Org D,47.33235576,65.76264349,15.61706153,48.3421781,46.7658712
320,7747,Org D,31.73496714,18.90351317,58.02227565,24.36356408,27.82457828
321,18042,Org D,26.23627407,51.01901369,33.21557579,33.49166462,29.85206761
323,8804,Org D,16.94232084,42.07639304,32.52242002,24.14387956,20.49793545
324,8867,Org B,10.92738958,36.51339099,31.48493216,17.5645615,13.92296681
325,7950,Org B,19.88411156,17.35648161,59.63107692,19.38274136,20.23544579
326,8887,Org D,6.667472549,28.55283779,34.55181001,8.786267479,6.027262707
327,7760,Org E,43.56122212,25.88874271,69.14718617,36.16853202,39.71546737
328,7045,Org E,29.35980494,16.24544426,69.19226093,27.23561021,28.95293276
329,8809,Org E,7.022208712,30.80632428,32.98840772,11.06532907,7.842295994
330,8510,Org E,33.93962927,34.39800941,45.34445719,28.3153142,30.29073194
331,8805,Org F,12.59300363,14.75501806,47.70860495,5.480079757,9.111911545
332,8801,Org F,6.295336138,31.58864617,36.62373162,13.59872809,10.00485238
333,7006,Org E,30.66139556,12.24278581,70.07910262,27.18786152,29.51649262
334,7081,Org D,24.62455043,2.089731992,62.19558419,19.23902601,22.33289684
335,18040,Org D,26.38350368,48.85425766,41.94322351,33.73138484,30.34081306
336,18017,Org D,32.55598048,57.60742254,32.04695249,39.68289807,36.02552316
337,7090,Org F,22.4645101,3.377458217,59.06328095,16.45223833,19.77624375
338,7095,Org E,25.77753548,8.593154415,58.58753909,18.66808363,22.32087586
339,7110,Org G,35.10381717,12.08835587,73.65273951,30.54688307,33.35775291
340,8801,Org D,6.295336138,31.58864617,36.62373162,13.59872809,10.00485238
341,7901,Org B,22.55175347,4.41589485,60.68572343,17.58635509,20.49128198
342,7930,Org D,12.40546945,21.79080574,51.51738257,14.55386331,13.97758384
343,8559,Org F,16.17449861,39.36598785,23.75034536,19.67077437,16.87049882
344,7920,Org D,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
345,8550,Org D,24.92382753,34.1065111,34.60767338,21.21244147,21.93253498
346,8854,Org E,17.06763079,12.26849594,50.57454282,9.81203775,13.47036467
347,19468,Org D,47.06865524,70.8770994,9.943801604,51.23326083,48.35940814
348,8721,Org B,51.28636182,49.12735086,55.4297381,45.6764088,47.67184212
349,7720,Org E,49.13166326,35.97180056,68.03918894,41.9402555,45.15137113
350,7302,Org E,38.75567237,13.2053893,75.19106383,32.93280502,36.24211709
351,7675,Org D,47.86229736,27.03911832,87.35104882,44.39403866,46.78845942
352,18960,Org F,33.63463684,58.18953058,10.89132304,38.41460445,35.29680054
353,8833,Org E,3.315709844,28.39137614,38.82680424,10.70782789,7.254272558
354,7728,Org F,35.87840181,30.49278107,52.57699056,29.2673036,31.96162142
355,8807,Org B,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
356,8807,Org B,8.72586914,17.4581471,45.62142747,2.521483073,5.604270824
357,7920,Org E,11.43302382,14.77029683,50.65625583,8.360640054,10.11556267
358,18901,Org F,26.60025194,49.50530718,13.26283898,29.98426903,27.32871121
359,7090,Org E,22.4645101,3.377458217,59.06328095,16.45223833,19.77624375
360,7059,Org E,12.61714733,13.0828663,50.03971548,6.929556299,9.976384964
361,7082,Org D,30.96523053,17.53036765,70.80596479,28.91731285,30.61194902
362,8809,Org B,7.022208712,30.80632428,32.98840772,11.06532907,7.842295994
363,18976,Org B,32.17721112,53.8272525,8.881402316,34.76329544,32.45082232
364,8854,Org E,17.06763079,12.26849594,50.57454282,9.81203775,13.47036467
365,8536,Org F,21.37345553,27.7581119,39.14302627,16.31627385,17.84708626
366,11374,Org D,48.27797479,22.69465947,83.77005186,42.19604474,45.60592129
367,18074,Org B,43.35323099,68.14969924,13.25035086,48.3733938,45.1968322
368,18938,Org D,21.43146184,43.24129182,19.21255916,23.94734145,21.57969346
370,7033,Org D,25.5870341,0,62.44027036,19.7767854,23.04167533
371,8848,Org B,10.93103725,35.61215813,36.33555288,18.30861725,14.75696739
372,8825,Org B,12.82743099,38.41363732,30.22338728,19.42395679,15.79112454
373,7901,Org D,22.55175347,4.41589485,60.68572343,17.58635509,20.49128198
374,7922,Org C,18.81845833,6.866331099,56.6068164,13.52696979,16.52809325
375,7940,Org B,20.78771226,8.869681452,60.02843303,17.17022577,19.46692257
376,18106,Org H,43.01410865,68.48117115,30.29314352,49.77756116,46.14646768
377,8812,Org D,16.27818864,10.90583279,51.5465628,9.441499287,13.01590178
378,8085,Org A,66.20950556,83.77650616,31.14178076,67.00753104,65.56737237
379,7065,Org E,25.7951786,4.734083801,60.62129595,19.15345124,22.70319273
380,19446,Org F,38.43042899,61.21709291,1.547497612,41.82277024,39.2176895
381,8873,Org F,15.63919297,17.74841075,45.5490613,8.472373312,11.66787532
382,7302,Org E,38.75567237,13.2053893,75.19106383,32.93280502,36.24211709
383,8865,Org G,15.29589875,36.95876106,42.20220852,22.39540405,19.26244668
384,7730,Org E,34.02946588,18.59735803,61.22926967,26.63664931,30.18357738
